scene,style_or_trait,template,speaker_scope,target_scope,maintenance_note
灭团,拱火者,是不是有人不想咱们过啊,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,不想打直说啊,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,我不好说，战斗记录自己会说话,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,刚才那波我没看清，谁炸的，站出来让大家认识一下,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,这波灭得挺有技术含量的，一般人操作不来,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,你们猜猜是谁害死的全团，猜对有奖,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,问号先放这，等当事人自己认领,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,有人全程在表演，我不说是谁，懂的都懂,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,刚才那个操作，我称之为今晚最佳,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,你们说，要是没人犯错，是不是早过了,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,拱火者,有没有人想解释一下刚才发生了什么，我很期待,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,宏依赖,宏失灵了，刚才按了技能没出去,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,刚按宏没反应啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,我这宏又抽风了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,插件有点炸，等我RL一下,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,插件没提示,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,嗯？我这插件刚才没反应啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,DBM刚没叫,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,插件坏了吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,我按键像卡住了一样，技能条没反应,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,这宏写的有毛病，技能没打出去,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,刚才突然弹了一屏报错，我啥也没看清,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,卡宏了，人站原地动不了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,我明明点的焦点宏，它给我丢自己身上了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,宏里还绑着旧目标名字，难怪技能没出去,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,我技能栏全灰了，点烂了都没用,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,刚换的新宏，好像延迟没调好,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,这破宏关键时候掉链子,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,宏依赖,我这破宏有问题，谁给我个新的宏,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,老黄牛,修好了喊我，我先把桌子和糖补上,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,缺打断我来补，顺序发我就行,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,刚才谁没药，交易我，包里还有,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,治疗空一轮的话我可以切副天赋,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,别吵了，尸体跑回来继续练就行,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,我把标记重新挂，团长接着讲,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,下一把我站外侧帮忙接漏怪,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,修理机器人放了，没修的赶紧点,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,需要控场就喊我，输出少一点没关系,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,我还没累，能继续就继续,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,谁掉线了我先顶他的位置,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,合剂没了说一声，我这里还有几组,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,刚才那个脏活给我，其他人专心打Boss,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,打断名单少一个，我把自己的往后挪,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老黄牛,团长开吧，剩下的边打边调,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,正常，开荒都这样,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,这个boss死人很正常,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,熟了就过了,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,熟悉了肯定过,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,别急，开荒就这样,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,磨合期嘛，不灭个几十把能叫开荒？,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,现在灭的每一把，都是在给过的那把攒经验,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,这boss当年我们开荒灭得比这惨多了,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,别追着残血怪跑，等它自己进近战位,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,别把心态打崩了，这才哪到哪,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,多灭几把，机制就刻进肌肉记忆了,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,近战少贪一个技能，治疗压力会小很多,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,把血线稳住，这个boss就是流程，不难,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,修完直接开，手感断了更难打,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,老司机,心态别炸，过了磨合期就是收割,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,问题不大,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,下把稳过,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,就差一点,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,先别急，能打到这就有机会,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,别急，能过的,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,哈哈哈哈哈，刚才那谁的死法笑死了,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,没事，第一次都当交学费，修一下继续,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,这波白给了再来,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,至少大家死得挺整齐,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,哈哈巧合，再来一把,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,团长别叹气，刚才就差那一下,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,灭一次长一点记性没关系,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,问题不大，尸体位置比上一把好看多了,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,没关系，抽个烟休息一下,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,气氛组,问题不大，我给大家唱个歌,非责任人,全团,用于调解、经验复盘或鼓励继续尝试
灭团,输出不足-数据执着,{target}本场{value} DPS，全团{team_value}，距离狂暴线还差{gap}。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,数据先说话：{target}排在输出末位，只有{value} DPS。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,需求是{required}团队DPS，现在只有{team_value}，{target}最低。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,{target}的{value} DPS明显低于本场其余输出位。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,别凭感觉复盘，{target}的DPS记录就是{value}。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,全团输出缺口{gap}，先从末位的{target}开始调整。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,{target}死亡和停手损失已经算进DPS，目前是{value}。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,当前团队DPS {team_value}，门槛{required}，最低是{target}。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,日志里{target}的有效输出时间最差，最终只有{value} DPS。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,这不是印象问题，{target}的{value} DPS确实排在最后。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,{target}占全团输出比例最低，当前记录为{value} DPS。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,门槛{required}、实际{team_value}，末位{target}需要先补数字。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,{target}与团队平均输出差距明显，最终值是{value} DPS。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,按日志统计，{target}是当前{gap}点团队缺口的首要调整位。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-数据执着,不讨论感觉，只看本场数据：{target}，{value} DPS。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}这把只有{value} DPS，真准备等Boss自己掉血？,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}先别研究机制了，先把{value} DPS解释一下。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,团队还差{gap} DPS，{target}一个人就快占完缺口了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}这个输出，再稳的机制也只能稳到狂暴。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}打了{value} DPS，是技能没按还是武器没带？,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,Boss狂暴不是意外，{target}这{value} DPS已经提前预告了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}别先看别人，自己的DPS表还在最下面。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,团队需要{required} DPS，{target}这把确实拖得有点狠。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}再少打一点，Boss都要开始同情我们了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,机制跑明白了，{target}的输出按钮什么时候能按明白？,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}打到{value} DPS还不调整，下一把狂暴线照样等着。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,缺口都摆在表上了，{target}先把本职数字补回来。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}别等别人抬轿，最低DPS得先动起来。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,团队差{gap} DPS，{target}这位置不能继续躺着。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-压力怪,{target}下一把再是{value} DPS，就别怪Boss准时狂暴。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,原来{target}今天负责给Boss提供安全感。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}这{value} DPS，主打一个不惊动Boss。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,Boss能狂暴，多亏{target}一直温柔输出。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}打得很克制，生怕Boss血掉得太快。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,全团都在抢时间，{target}在保护副本生态。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}的输出曲线很稳定，稳定地贴着最下面。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,Boss看见{target}的DPS，估计觉得今天稳了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}不是没输出，只是把伤害留到下个CD了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,别人打Boss，{target}负责陪Boss聊天。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}这把最大的贡献，是让狂暴计时器有了存在感。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}的伤害很环保，几乎没给Boss造成负担。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,大家抢秒伤，{target}负责给狂暴动画留出播放时间。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}这把输出得很礼貌，基本没打扰到Boss。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,看完{target}的{value} DPS，Boss已经开始安排下一轮技能了。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,输出不足-阴阳怪气,{target}把输出藏得很好，战斗记录差点都没找到。,非责任人,最低DPS,仅用于整体DPS不足且没有明确机制责任人时，定向评论本场最低DPS
灭团,数据执着,我这把伤害真不低,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,我这DPS够了吧，先看别的问题,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,看我打断记录,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,反正我DPS打够了，别只盯我,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,瞅瞅日志,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,Details贴出来，谁打不够谁背锅,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,我断条数量比你们加起来都多，还好意思点我,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,数据在这摆着，该是谁的问题谁心里清楚,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,我该做的都做了，数据不会骗人,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,反正我DPS在平均线以上，你们先内部消化,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,别凭感觉甩锅，上数据说话,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,我日志已经上传WCL了，自己搜去,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数据执着,我减伤交完了，覆盖没问题，建议查承伤,非责任人,明确责任人或团队,用于质疑、数据复盘、讽刺或追责；不能写第一人称认错
灭团,数值不足-调解者,先别围着{target}开会，缺口找到了，重新排技能再来。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,数字低可以调，别把复盘变成人身攻击。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,{target}下一把调整循环，其他人也把爆发和减伤对齐。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,先把{gap}的缺口拆开分，不是全压给一个人。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,数据看到了，给{target}一次调整机会，下一把再看。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,别急着喷，先确认{target}是不是中途减员或被安排了任务。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,全团数值不足，不是点出末位就算复盘结束。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,知道最低项就行，重新分工，把团队缺口一起补上。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,先统一技能时间轴，{target}再把个人循环顺一下。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,有数据就按数据调整，少吵两句，下一把验证。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,先把问题拆开处理，{target}调个人，全团调技能顺序。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,指出最低项就够了，别继续围攻，下一把用数据说话。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,缺口是团队共同结果，给{target}明确调整方案再开。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,先确认任务分配，再让{target}修正循环，别只看一句排名。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-调解者,都冷静一点，数据用来解决问题，不是用来找人出气。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,别光喷了，缺口找到了，下一把我多补点。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,{target}调整自己的，我把能补的任务再接一点。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,数字不够就一起补，坐满吃喝再开。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,先别散，药水和技能都准备好，再干一把。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,差{gap}不算没救，大家各自多做一点。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,我下一把把额外任务接过来，{target}专心打本职。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,少说两句，先把人拉起来，下一把继续。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,表看完就行，能调整的现在调整，不能调的我来补。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,全团一起少了数字，别把活都压给{target}。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,休息半分钟，把技能排好，继续干。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,我把能接的杂活接走，{target}下一把专心把数字补上。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,先吃喝坐满，少掉一个技能都是缺口，准备好再开。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,别在频道里耗时间了，该换装换装，该补药补药。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,差{gap}就一起扛，没人靠骂两句能多出伤害。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老黄牛,把人拉起来继续干，下一把每个人都多做一点。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,数值问题比机制炸团好调，技能顺序排一下还能过。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,{target}先把循环修正，其他人的爆发也别错开。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,这种缺口不是死局，药水、爆发和减伤重新排就行。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,先看{target}是不是承担了额外任务，再决定怎么补数字。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,狂暴线差{gap}，每个人补一点就够，不用现在散团。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,老本里这种情况常见，时间轴对齐后数字自然会上来。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,把死亡和停手时间处理掉，下一把数据会好很多。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,别只盯最终表，先查{target}在哪个阶段掉了节奏。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,门槛是{required}，现在{team_value}，差距还在可调整范围。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,先重排技能和站位，下一把再用同一套数据验证。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,这种数值差通常是时间轴问题，先把爆发窗口重新对齐。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,{target}把低谷阶段补上，全团再统一药水和大技能。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,缺口{gap}不算绝境，先消掉无效跑位和空转时间。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,老经验看，先修死亡和断档，比站在这里吵表有用。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,数值不足-老司机,把任务、减伤和爆发重新排一次，这个门槛还能追。,非责任人,全团,仅用于整体DPS/HPS不足且没有明确机制责任人时鼓励团队
灭团,甩锅型,不是我带进去的吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我这边没看见啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,奶没给我血啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,T没拉住啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,没人打断我能怎么办啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,旁边的人害的啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我那边位置是干净的，是旁边把圈蹭过来的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我技能交了，血还掉说明治疗轴没对上,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,怪转头的时候坦没接稳，不是我站位问题,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我本来能跑出去，后面有人把路封了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,打断不是我这一轮，别看见我名字就扣锅,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我死前减伤全开了，奶不到真没办法,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,标记临时换了，我按的是开打前那套,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,我这组没漏怪，应该是另一边串过来的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,甩锅型,真不是我问题吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,躺平型,又没了，修吧,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,怎么安排都行，我跟着打,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,继续就继续，散就散,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,反正今晚大概就这样了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,你们先研究，我跑尸,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,别问我，我已经佛了,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,躺平型,下一把能活到哪算哪,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
